CHOICE,ITEM,SUB,custom_id,equal_size,left_larger,left_smaller,mode_id
1,15,1516294273,5167,0,1,0,1
0,15,1516294273,5167,1,0,0,2
0,15,1516294273,5167,0,0,1,3
0,17,1516294273,5169,1,0,0,1
1,17,1516294273,5169,0,0,1,2
0,17,1516294273,5169,0,1,0,3
1,7,1516294273,5171,0,0,1,1
0,7,1516294273,5171,1,0,0,2
0,7,1516294273,5171,0,0,1,3
0,16,1516294273,5173,1,0,0,1
0,16,1516294273,5173,0,0,1,2
1,16,1516294273,5173,0,1,0,3
0,27,1516294273,5175,0,1,0,1
1,27,1516294273,5175,1,0,0,2
0,27,1516294273,5175,0,1,0,3
0,35,1516294273,5177,1,0,0,1
0,35,1516294273,5177,0,0,1,2
1,35,1516294273,5177,0,0,1,3
1,1,1516294273,5179,0,0,1,1
0,1,1516294273,5179,1,0,0,2
0,1,1516294273,5179,1,0,0,3
1,18,1516294273,5181,0,1,0,1
0,18,1516294273,5181,0,0,1,2
0,18,1516294273,5181,0,0,1,3
0,36,1516294273,5185,1,0,0,1
1,36,1516294273,5185,0,1,0,2
0,36,1516294273,5185,0,1,0,3
0,20,1516294273,5187,0,1,0,1
0,20,1516294273,5187,1,0,0,2
1,20,1516294273,5187,0,0,1,3
1,12,1516294273,5189,0,1,0,1
0,12,1516294273,5189,0,0,1,2
0,12,1516294273,5189,0,1,0,3
1,13,1516294273,5191,1,0,0,1
0,13,1516294273,5191,0,0,1,2
0,13,1516294273,5191,0,1,0,3
0,21,1516294273,5193,0,0,1,1
0,21,1516294273,5193,1,0,0,2
1,21,1516294273,5193,0,0,1,3
1,26,1516294273,5195,0,1,0,1
0,26,1516294273,5195,0,1,0,2
0,26,1516294273,5195,0,0,1,3
1,11,1516294273,5197,1,0,0,1
0,11,1516294273,5197,0,0,1,2
0,11,1516294273,5197,1,0,0,3
1,22,1516294273,5199,0,1,0,1
0,22,1516294273,5199,1,0,0,2
0,22,1516294273,5199,0,0,1,3
1,33,1516294273,5201,1,0,0,1
0,33,1516294273,5201,0,1,0,2
0,33,1516294273,5201,1,0,0,3
0,6,1516294273,5203,0,1,0,1
0,6,1516294273,5203,0,0,1,2
1,6,1516294273,5203,0,1,0,3
1,23,1516294273,5207,1,0,0,1
0,23,1516294273,5207,0,0,1,2
0,23,1516294273,5207,0,0,1,3
0,30,1516294273,5209,0,0,1,1
0,30,1516294273,5209,1,0,0,2
1,30,1516294273,5209,1,0,0,3
0,31,1516294273,5211,1,0,0,1
1,31,1516294273,5211,0,1,0,2
0,31,1516294273,5211,0,0,1,3
0,25,1516294273,5213,1,0,0,1
1,25,1516294273,5213,0,1,0,2
0,25,1516294273,5213,0,0,1,3
0,28,1516294273,5221,1,0,0,1
1,28,1516294273,5221,0,0,1,2
0,28,1516294273,5221,0,1,0,3
1,3,1516294273,5225,1,0,0,1
0,3,1516294273,5225,0,1,0,2
0,3,1516294273,5225,1,0,0,3
1,10,1516294273,5227,1,0,0,1
0,10,1516294273,5227,0,0,1,2
0,10,1516294273,5227,0,1,0,3
0,8,1516294273,5229,0,1,0,1
1,8,1516294273,5229,0,0,1,2
0,8,1516294273,5229,1,0,0,3
0,2,1516294273,5231,0,0,1,1
1,2,1516294273,5231,0,0,1,2
0,2,1516294273,5231,0,1,0,3
0,14,1516295523,5238,0,0,1,1
1,14,1516295523,5238,0,0,1,2
0,14,1516295523,5238,1,0,0,3
1,9,1516295523,5240,0,1,0,1
0,9,1516295523,5240,1,0,0,2
0,9,1516295523,5240,0,0,1,3
1,32,1516295523,5242,1,0,0,1
0,32,1516295523,5242,0,0,1,2
0,32,1516295523,5242,0,1,0,3
0,1,1516295523,5244,0,1,0,1
1,1,1516295523,5244,0,1,0,2
0,1,1516295523,5244,1,0,0,3
0,22,1516295523,5246,0,1,0,1
1,22,1516295523,5246,1,0,0,2
0,22,1516295523,5246,0,1,0,3
1,29,1516295523,5248,1,0,0,1
0,29,1516295523,5248,0,1,0,2
0,29,1516295523,5248,0,1,0,3
0,20,1516295523,5250,0,1,0,1
0,20,1516295523,5250,0,0,1,2
1,20,1516295523,5250,1,0,0,3
0,7,1516295523,5252,0,0,1,1
0,7,1516295523,5252,0,0,1,2
1,7,1516295523,5252,0,1,0,3
0,30,1516295523,5254,1,0,0,1
0,30,1516295523,5254,0,0,1,2
1,30,1516295523,5254,0,0,1,3
0,19,1516295523,5256,1,0,0,1
0,19,1516295523,5256,0,1,0,2
1,19,1516295523,5256,0,0,1,3
1,24,1516295523,5260,1,0,0,1
0,24,1516295523,5260,0,0,1,2
0,24,1516295523,5260,0,1,0,3
1,17,1516295523,5262,1,0,0,1
0,17,1516295523,5262,1,0,0,2
0,17,1516295523,5262,0,0,1,3
0,35,1516295523,5264,1,0,0,1
0,35,1516295523,5264,0,0,1,2
1,35,1516295523,5264,0,1,0,3
0,10,1516295523,5268,0,0,1,1
0,10,1516295523,5268,1,0,0,2
1,10,1516295523,5268,0,0,1,3
0,25,1516295523,5270,1,0,0,1
0,25,1516295523,5270,0,1,0,2
1,25,1516295523,5270,1,0,0,3
1,31,1516295523,5272,0,0,1,1
0,31,1516295523,5272,0,1,0,2
0,31,1516295523,5272,1,0,0,3
0,26,1516295523,5274,0,0,1,1
0,26,1516295523,5274,0,1,0,2
1,26,1516295523,5274,0,0,1,3
0,36,1516295523,5276,0,0,1,1
1,36,1516295523,5276,1,0,0,2
0,36,1516295523,5276,1,0,0,3
0,11,1516295523,5278,1,0,0,1
1,11,1516295523,5278,0,1,0,2
0,11,1516295523,5278,0,1,0,3
0,27,1516295523,5280,0,0,1,1
1,27,1516295523,5280,0,0,1,2
0,27,1516295523,5280,0,1,0,3
1,2,1516295523,5288,1,0,0,1
0,2,1516295523,5288,0,0,1,2
0,2,1516295523,5288,1,0,0,3
1,12,1516295523,5290,1,0,0,1
0,12,1516295523,5290,0,1,0,2
0,12,1516295523,5290,0,1,0,3
1,6,1516295523,5292,0,1,0,1
0,6,1516295523,5292,1,0,0,2
0,6,1516295523,5292,0,1,0,3
1,16,1516295523,5294,0,0,1,1
0,16,1516295523,5294,0,1,0,2
0,16,1516295523,5294,1,0,0,3
0,5,1516295523,5296,0,1,0,1
1,5,1516295523,5296,0,1,0,2
0,5,1516295523,5296,0,0,1,3
0,4,1516295523,5298,0,1,0,1
0,4,1516295523,5298,0,1,0,2
1,4,1516295523,5298,0,0,1,3
0,15,1516295523,5302,0,0,1,1
1,15,1516295523,5302,0,1,0,2
0,15,1516295523,5302,0,0,1,3
1,34,1516295523,5304,1,0,0,1
0,34,1516295523,5304,0,1,0,2
0,34,1516295523,5304,0,1,0,3
0,21,1516295523,5306,0,0,1,1
1,21,1516295523,5306,1,0,0,2
0,21,1516295523,5306,0,1,0,3
0,25,1516296860,5315,0,1,0,1
1,25,1516296860,5315,1,0,0,2
0,25,1516296860,5315,0,0,1,3
1,4,1516296860,5317,1,0,0,1
0,4,1516296860,5317,0,1,0,2
0,4,1516296860,5317,1,0,0,3
1,13,1516296860,5319,0,0,1,1
0,13,1516296860,5319,0,0,1,2
0,13,1516296860,5319,0,1,0,3
0,29,1516296860,5323,1,0,0,1
0,29,1516296860,5323,0,1,0,2
1,29,1516296860,5323,0,0,1,3
0,27,1516296860,5327,0,1,0,1
1,27,1516296860,5327,1,0,0,2
0,27,1516296860,5327,1,0,0,3
0,34,1516296860,5329,0,0,1,1
1,34,1516296860,5329,1,0,0,2
0,34,1516296860,5329,1,0,0,3
0,35,1516296860,5331,1,0,0,1
1,35,1516296860,5331,0,1,0,2
0,35,1516296860,5331,0,0,1,3
1,24,1516296860,5333,1,0,0,1
0,24,1516296860,5333,0,0,1,2
0,24,1516296860,5333,1,0,0,3
0,9,1516296860,5337,1,0,0,1
1,9,1516296860,5337,0,1,0,2
0,9,1516296860,5337,0,0,1,3
0,7,1516296860,5339,1,0,0,1
1,7,1516296860,5339,1,0,0,2
0,7,1516296860,5339,0,1,0,3
0,14,1516296860,5341,1,0,0,1
1,14,1516296860,5341,1,0,0,2
0,14,1516296860,5341,0,1,0,3
0,28,1516296860,5343,0,1,0,1
1,28,1516296860,5343,0,0,1,2
0,28,1516296860,5343,0,0,1,3
0,23,1516296860,5345,0,1,0,1
1,23,1516296860,5345,0,0,1,2
0,23,1516296860,5345,0,1,0,3
0,10,1516296860,5347,0,0,1,1
0,10,1516296860,5347,1,0,0,2
1,10,1516296860,5347,0,1,0,3
1,32,1516296860,5349,0,0,1,1
0,32,1516296860,5349,1,0,0,2
0,32,1516296860,5349,0,1,0,3
0,5,1516296860,5351,0,0,1,1
0,5,1516296860,5351,0,1,0,2
1,5,1516296860,5351,1,0,0,3
0,18,1516296860,5353,0,0,1,1
0,18,1516296860,5353,0,0,1,2
1,18,1516296860,5353,0,1,0,3
1,3,1516296860,5355,0,0,1,1
0,3,1516296860,5355,0,0,1,2
0,3,1516296860,5355,1,0,0,3
1,17,1516296860,5357,1,0,0,1
0,17,1516296860,5357,1,0,0,2
0,17,1516296860,5357,0,0,1,3
1,20,1516296860,5359,1,0,0,1
0,20,1516296860,5359,1,0,0,2
0,20,1516296860,5359,0,0,1,3
0,22,1516296860,5361,0,0,1,1
0,22,1516296860,5361,0,1,0,2
1,22,1516296860,5361,0,0,1,3
0,2,1516296860,5365,0,1,0,1
0,2,1516296860,5365,0,0,1,2
1,2,1516296860,5365,0,1,0,3
1,19,1516296860,5371,0,1,0,1
0,19,1516296860,5371,0,0,1,2
0,19,1516296860,5371,0,1,0,3
1,33,1516296860,5373,1,0,0,1
0,33,1516296860,5373,1,0,0,2
0,33,1516296860,5373,0,1,0,3
1,12,1516296860,5375,1,0,0,1
0,12,1516296860,5375,0,1,0,2
0,12,1516296860,5375,0,0,1,3
1,15,1516296860,5377,0,1,0,1
0,15,1516296860,5377,1,0,0,2
0,15,1516296860,5377,1,0,0,3
1,30,1516296860,5379,0,1,0,1
0,30,1516296860,5379,1,0,0,2
0,30,1516296860,5379,0,0,1,3
1,8,1516296860,5385,0,1,0,1
0,8,1516296860,5385,0,0,1,2
0,8,1516296860,5385,0,0,1,3
0,34,1516297407,5392,0,1,0,1
0,34,1516297407,5392,0,0,1,2
1,34,1516297407,5392,0,1,0,3
1,11,1516297407,5394,1,0,0,1
0,11,1516297407,5394,0,0,1,2
0,11,1516297407,5394,0,1,0,3
1,36,1516297407,5396,1,0,0,1
0,36,1516297407,5396,1,0,0,2
0,36,1516297407,5396,0,0,1,3
1,24,1516297407,5398,0,1,0,1
0,24,1516297407,5398,1,0,0,2
0,24,1516297407,5398,0,1,0,3
0,31,1516297407,5400,0,1,0,1
0,31,1516297407,5400,1,0,0,2
1,31,1516297407,5400,0,0,1,3
1,16,1516297407,5402,1,0,0,1
0,16,1516297407,5402,0,1,0,2
0,16,1516297407,5402,0,0,1,3
0,18,1516297407,5406,1,0,0,1
1,18,1516297407,5406,0,0,1,2
0,18,1516297407,5406,0,1,0,3
1,26,1516297407,5408,0,0,1,1
0,26,1516297407,5408,1,0,0,2
0,26,1516297407,5408,0,0,1,3
1,8,1516297407,5410,0,1,0,1
0,8,1516297407,5410,1,0,0,2
0,8,1516297407,5410,0,0,1,3
0,1,1516297407,5412,0,0,1,1
1,1,1516297407,5412,1,0,0,2
0,1,1516297407,5412,1,0,0,3
1,21,1516297407,5414,1,0,0,1
0,21,1516297407,5414,1,0,0,2
0,21,1516297407,5414,0,0,1,3
0,4,1516297407,5416,0,1,0,1
0,4,1516297407,5416,0,1,0,2
1,4,1516297407,5416,1,0,0,3
1,33,1516297407,5418,1,0,0,1
0,33,1516297407,5418,0,0,1,2
0,33,1516297407,5418,1,0,0,3
0,27,1516297407,5420,0,0,1,1
0,27,1516297407,5420,0,0,1,2
1,27,1516297407,5420,1,0,0,3
1,32,1516297407,5422,1,0,0,1
0,32,1516297407,5422,1,0,0,2
0,32,1516297407,5422,0,1,0,3
1,17,1516297407,5424,0,0,1,1
0,17,1516297407,5424,0,0,1,2
0,17,1516297407,5424,1,0,0,3
0,9,1516297407,5426,0,0,1,1
1,9,1516297407,5426,0,0,1,2
0,9,1516297407,5426,0,1,0,3
1,6,1516297407,5428,0,1,0,1
0,6,1516297407,5428,0,0,1,2
0,6,1516297407,5428,0,0,1,3
1,7,1516297407,5430,0,1,0,1
0,7,1516297407,5430,0,0,1,2
0,7,1516297407,5430,1,0,0,3
0,23,1516297407,5432,1,0,0,1
1,23,1516297407,5432,0,1,0,2
0,23,1516297407,5432,0,0,1,3
0,22,1516297407,5434,0,0,1,1
0,22,1516297407,5434,1,0,0,2
1,22,1516297407,5434,0,0,1,3
0,14,1516297407,5436,0,1,0,1
1,14,1516297407,5436,1,0,0,2
0,14,1516297407,5436,0,1,0,3
0,12,1516297407,5438,0,1,0,1
1,12,1516297407,5438,1,0,0,2
